"sentence_id","prolific_study_id","prolific_session_id","rewrite_first","start_time","device_type","user_agent","fullscreen_entered","device_self_report","captcha_response","captcha_pass","spr1_rts","spr1_mean_rt","spr1_min_rt","spr1_understood","spr2_rts","spr2_mean_rt","spr2_min_rt","spr2_understood","consent","date_of_consent","prolific_pid","attn1","attn1_pass","rewrite","addcommas","interpretation","confidence","remove","and","comma_3v2","comma_3v1","comma_2v1","distinguish","police1","police2","police3","gender","age","race","country","native_language","english_exposure_age","other_languages","english_frequency","potential_conflicts","potential_conflicts_explain","gun_control","ai_usage","seriousness","quiet_environment","distracted","feedback_procedure","feedback_other","end_time","total_duration_ms","page_timestamps","screen_width","screen_height","istrue","attn1_retry","attn1_retry_pass","source_file","subject","being","right","must","full_sentence","no_prefix_sentence"
12,"6998be54d68d58b628b0dc10","699a0a73eae8b7324f82f102","false","2026-02-21T19:45:29.211Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","8420;1285;1862;1213;2029;2252;922;2320;836;788;4911;1112",2329,788,1,"1367;1154;879;869;1581;1201;900;947;929;1126;972;1162",1091,869,1,1,"2/21/2026","6989f01e85ed4cec632af20e",3,"true","A marked parking area which is necessary for the storage of vehicles must not be infringed to allow people to park near their homes.","A marked parking area being necessary for the storage of vehicles, the right of people to park near their homes, must not be infringed.",2,5,6,7,1,1,1,1,2,2,1,2,54,"1",1,"English","0","none","100%",2,NA,2,2,4,2,2,NA,NA,"2026-02-21T19:56:18.897Z",650823,"[{""p"":0,""t"":1771703129232},{""p"":1,""t"":1771703132592},{""p"":2,""t"":1771703140947},{""p"":3,""t"":1771703149391},{""p"":4,""t"":1771703187438},{""p"":5,""t"":1771703190411},{""p"":6,""t"":1771703209309},{""p"":7,""t"":1771703212306},{""p"":8,""t"":1771703215396},{""p"":9,""t"":1771703223905},{""p"":10,""t"":1771703225577},{""p"":11,""t"":1771703227038},{""p"":12,""t"":1771703235226},{""p"":13,""t"":1771703235226},{""p"":14,""t"":1771703242525},{""p"":15,""t"":1771703242525},{""p"":16,""t"":1771703244242},{""p"":17,""t"":1771703262863},{""p"":18,""t"":1771703309431},{""p"":19,""t"":1771703418089},{""p"":20,""t"":1771703440280},{""p"":21,""t"":1771703440280},{""p"":22,""t"":1771703477599},{""p"":23,""t"":1771703494591},{""p"":24,""t"":1771703529405},{""p"":25,""t"":1771703569408},{""p"":26,""t"":1771703587754},{""p"":27,""t"":1771703611013},{""p"":28,""t"":1771703613090},{""p"":29,""t"":1771703670823},{""p"":30,""t"":1771703673052},{""p"":31,""t"":1771703677979},{""p"":32,""t"":1771703683341},{""p"":33,""t"":1771703686523},{""p"":34,""t"":1771703720369},{""p"":35,""t"":1771703726579},{""p"":36,""t"":1771703740230},{""p"":37,""t"":1771703743551},{""p"":38,""t"":1771703756891},{""p"":39,""t"":1771703767720}]",1280,720,NA,NA,NA,"data_SA_E1A_6989f01e85ed4cec632af20e_SESSION_2026-02-21_13h56.18.899.csv","A marked parking area","being necessary for the storage of vehicles","the right of people to park near their homes","must not be infringed","A marked parking area, being necessary for the storage of vehicles, the right of people to park near their homes, must not be infringed.","The right of people to park near their homes, must not be infringed."
12,"6998be54d68d58b628b0dc10","69994457a31adc41fbc79442","true","2026-02-21T05:36:33.300Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","7758;1185;960;769;925;627;863;704;656;897;1165;2528",1586,627,1,"4590;642;736;543;736;1568;1072;592;672;1264;862;1408",1224,543,1,1,"2/20/2026","663afb4c74805516d7983f27",3,"true","People have the right to designated parking near their homes, for their vehicles.","A marked parking area, being necessary for the storage of vehicles, the right of people to park near their homes, must not be infringed.",2,7,1,1,1,1,1,1,2,2,1,2,48,"1",1,"English","0","0","100",2,NA,1,2,4,1,2,NA,"That was fun!","2026-02-21T05:47:11.373Z",639690,"[{""p"":0,""t"":1771652193322},{""p"":1,""t"":1771652197626},{""p"":2,""t"":1771652209176},{""p"":3,""t"":1771652220840},{""p"":4,""t"":1771652283031},{""p"":5,""t"":1771652285743},{""p"":6,""t"":1771652305387},{""p"":7,""t"":1771652307474},{""p"":8,""t"":1771652310954},{""p"":9,""t"":1771652313768},{""p"":10,""t"":1771652315429},{""p"":11,""t"":1771652316902},{""p"":12,""t"":1771652325023},{""p"":13,""t"":1771652325023},{""p"":14,""t"":1771652334641},{""p"":15,""t"":1771652334642},{""p"":16,""t"":1771652335970},{""p"":17,""t"":1771652350885},{""p"":18,""t"":1771652457182},{""p"":19,""t"":1771652490697},{""p"":20,""t"":1771652511892},{""p"":21,""t"":1771652511892},{""p"":22,""t"":1771652528172},{""p"":23,""t"":1771652554789},{""p"":24,""t"":1771652595207},{""p"":25,""t"":1771652611410},{""p"":26,""t"":1771652620967},{""p"":27,""t"":1771652691260},{""p"":28,""t"":1771652692904},{""p"":29,""t"":1771652727439},{""p"":30,""t"":1771652730759},{""p"":31,""t"":1771652735343},{""p"":32,""t"":1771652737778},{""p"":33,""t"":1771652739943},{""p"":34,""t"":1771652772711},{""p"":35,""t"":1771652780444},{""p"":36,""t"":1771652786205},{""p"":37,""t"":1771652789488},{""p"":38,""t"":1771652798709},{""p"":39,""t"":1771652819225}]",1920,1080,NA,NA,NA,"data_SA_E1A_663afb4c74805516d7983f27_SESSION_2026-02-20_21h47.11.376.csv","A marked parking area","being necessary for the storage of vehicles","the right of people to park near their homes","must not be infringed","A marked parking area, being necessary for the storage of vehicles, the right of people to park near their homes, must not be infringed.","The right of people to park near their homes, must not be infringed."
13,"6998be54d68d58b628b0dc10","699a1da4b3290f529b98549b","false","2026-02-21T21:03:36.730Z","desktop","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","4050;4361;865;1573;2887;749;700;812;653;2368;2596;661",1856,653,1,"1695;1097;811;933;4915;1134;736;4023;1517;1251;677;1432",1685,677,1,1,"2/21/2026","66732d7c4a68a05d53e7cbaa",3,"true","People need good harbors to reach the water, so they have the right to anchor boats along the shore and governments can't take that right away.","A serviceable harbor being necessary for access to water the right of people to set anchors along the shore must not be revoked.",1,5,6,5,2,2,1,1,2,2,1,1,42,"1",1,"english","learned from birth","no other language","100%",2,NA,2,2,1,1,2,NA,NA,"2026-02-21T21:18:13.830Z",878370,"[{""p"":0,""t"":1771707816754},{""p"":1,""t"":1771707823309},{""p"":2,""t"":1771707920747},{""p"":3,""t"":1771707927984},{""p"":4,""t"":1771707954992},{""p"":5,""t"":1771707959503},{""p"":6,""t"":1771707983467},{""p"":7,""t"":1771707985429},{""p"":8,""t"":1771707987227},{""p"":9,""t"":1771708029116},{""p"":10,""t"":1771708031284},{""p"":11,""t"":1771708032699},{""p"":12,""t"":1771708045977},{""p"":13,""t"":1771708045977},{""p"":14,""t"":1771708048035},{""p"":15,""t"":1771708048035},{""p"":16,""t"":1771708049346},{""p"":17,""t"":1771708052938},{""p"":18,""t"":1771708157748},{""p"":19,""t"":1771708274681},{""p"":20,""t"":1771708285006},{""p"":21,""t"":1771708297777},{""p"":22,""t"":1771708347459},{""p"":23,""t"":1771708358374},{""p"":24,""t"":1771708380052},{""p"":25,""t"":1771708389836},{""p"":26,""t"":1771708410160},{""p"":27,""t"":1771708420432},{""p"":28,""t"":1771708421710},{""p"":29,""t"":1771708491358},{""p"":30,""t"":1771708493523},{""p"":31,""t"":1771708498366},{""p"":32,""t"":1771708503514},{""p"":33,""t"":1771708505822},{""p"":34,""t"":1771708639090},{""p"":35,""t"":1771708665646},{""p"":36,""t"":1771708671355},{""p"":37,""t"":1771708674733},{""p"":38,""t"":1771708684230},{""p"":39,""t"":1771708692330}]",1920,1080,2,NA,NA,"data_SA_E1A_66732d7c4a68a05d53e7cbaa_SESSION_2026-02-21_16h18.13.833.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
13,"6998be54d68d58b628b0dc10","69cca91dd9322666ec1f93af","true","2026-04-01T05:12:13.172Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","yes",1,"q","true","3640;8959;6369;5504;1223;4791;3705;848;1271;7313;714;7573",4326,714,1,"4913;754;607;432;8672;967;417;400;600;12080;447;3416",2809,400,1,1,"3/31/2026","67c8fb2ae4ed762b14a281ff",3,"true","It's the right of the people to set anchors, which require access to water, along the shore and this serviceable harbor must not be revoked.","A serviceable harbor being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.",2,6,4,5,3,3,1,2,2,2,1,2,78,"1",1,"English","0","No other languages","100%",2,NA,1,2,4,1,2,"No problems with completing the task - nothing was unclear.","Nothing more.","2026-04-01T05:29:19.466Z",1028117,"[{""p"":0,""t"":1775020333182},{""p"":1,""t"":1775020338081},{""p"":2,""t"":1775020358791},{""p"":3,""t"":1775020366353},{""p"":4,""t"":1775020446077},{""p"":5,""t"":1775020510010},{""p"":6,""t"":1775020513795},{""p"":7,""t"":1775020529109},{""p"":8,""t"":1775020570755},{""p"":9,""t"":1775020573453},{""p"":10,""t"":1775020578417},{""p"":11,""t"":1775020591031},{""p"":12,""t"":1775020593807},{""p"":13,""t"":1775020595889},{""p"":14,""t"":1775020610625},{""p"":15,""t"":1775020610625},{""p"":16,""t"":1775020623091},{""p"":17,""t"":1775020623091},{""p"":18,""t"":1775020624887},{""p"":19,""t"":1775020653807},{""p"":20,""t"":1775020812891},{""p"":21,""t"":1775020934255},{""p"":22,""t"":1775020966358},{""p"":23,""t"":1775020966358},{""p"":24,""t"":1775021013501},{""p"":25,""t"":1775021031335},{""p"":26,""t"":1775021091322},{""p"":27,""t"":1775021123193},{""p"":28,""t"":1775021141988},{""p"":29,""t"":1775021175723},{""p"":30,""t"":1775021177704},{""p"":31,""t"":1775021225677},{""p"":32,""t"":1775021230183},{""p"":33,""t"":1775021235803},{""p"":34,""t"":1775021239375},{""p"":35,""t"":1775021242101},{""p"":36,""t"":1775021288701},{""p"":37,""t"":1775021293525},{""p"":38,""t"":1775021300505},{""p"":39,""t"":1775021304411},{""p"":40,""t"":1775021314901},{""p"":41,""t"":1775021348494}]",1920,1080,NA,NA,NA,"data_SA_E1A_67c8fb2ae4ed762b14a281ff_SESSION_2026-03-31_22h29.19.467.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
13,"6998be54d68d58b628b0dc10","69cc5900cf23a0b0c5a4ea2e","true","2026-03-31T23:30:25.305Z","desktop","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","yes",1,"q","true","2736;1682;2273;1313;1291;859;745;894;676;998;1188;251",1242,251,1,"1080;942;859;682;910;1016;979;506;1130;1190;889;1945",1011,506,1,1,"3/31/2026","697c9f1edb33c56303f887a2",3,"true","A serviceable harbor necessary for water access to allow people to set their anchors must not be revoked.","A serviceable harbor being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.",1,4,5,5,2,3,1,1,2,2,2,1,66,"1",1,"English","0","N/A","100",2,NA,1,2,4,1,2,NA,NA,"2026-03-31T23:41:26.742Z",662746,"[{""p"":0,""t"":1774999825363},{""p"":1,""t"":1774999831757},{""p"":2,""t"":1774999842725},{""p"":3,""t"":1774999851410},{""p"":4,""t"":1774999866155},{""p"":5,""t"":1774999885044},{""p"":6,""t"":1774999889930},{""p"":7,""t"":1774999898994},{""p"":8,""t"":1774999922996},{""p"":9,""t"":1774999926249},{""p"":10,""t"":1774999929081},{""p"":11,""t"":1774999936916},{""p"":12,""t"":1774999939051},{""p"":13,""t"":1774999941329},{""p"":14,""t"":1774999950282},{""p"":15,""t"":1774999950282},{""p"":16,""t"":1774999960404},{""p"":17,""t"":1774999960404},{""p"":18,""t"":1774999962488},{""p"":19,""t"":1774999974517},{""p"":20,""t"":1775000056434},{""p"":21,""t"":1775000123885},{""p"":22,""t"":1775000147511},{""p"":23,""t"":1775000174738},{""p"":24,""t"":1775000184598},{""p"":25,""t"":1775000200149},{""p"":26,""t"":1775000227414},{""p"":27,""t"":1775000249878},{""p"":28,""t"":1775000267134},{""p"":29,""t"":1775000321606},{""p"":30,""t"":1775000323670},{""p"":31,""t"":1775000353004},{""p"":32,""t"":1775000355139},{""p"":33,""t"":1775000362413},{""p"":34,""t"":1775000367076},{""p"":35,""t"":1775000372483},{""p"":36,""t"":1775000433908},{""p"":37,""t"":1775000439751},{""p"":38,""t"":1775000444875},{""p"":39,""t"":1775000456890},{""p"":40,""t"":1775000468221},{""p"":41,""t"":1775000478051}]",1366,768,3,NA,NA,"data_SA_E1A_697c9f1edb33c56303f887a2_SESSION_2026-03-31_19h41.26.748.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
13,"6998be54d68d58b628b0dc10","699a0a5ff85b6f43f810456c","false","2026-02-21T19:41:32.635Z","desktop","Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","yes",1,"q","true","2403;1239;994;488;363;306;341;355;332;269;396;405",658,269,1,"1424;637;314;361;314;305;326;255;256;381;567;348",457,255,1,1,"2/21/2026","6314c1e76c3f71e2127f1976",3,"true","A harbor which is necessary for access to water, we cannot revoke people's right to set anchors along the shore.","A serviceable harbor being necessary for access to water the right of people, to set anchors along the shore must not be revoked.",2,6,2,1,1,1,1,1,2,2,1,1,45,"1",1,"English","2","None","100%",2,NA,3,2,4,1,2,NA,"Thank you!","2026-02-21T19:47:58.100Z",387608,"[{""p"":0,""t"":1771702892683},{""p"":1,""t"":1771702898537},{""p"":2,""t"":1771702903472},{""p"":3,""t"":1771702908202},{""p"":4,""t"":1771702926465},{""p"":5,""t"":1771702928280},{""p"":6,""t"":1771702938161},{""p"":7,""t"":1771702940491},{""p"":8,""t"":1771702942778},{""p"":9,""t"":1771702949542},{""p"":10,""t"":1771702951217},{""p"":11,""t"":1771702952635},{""p"":12,""t"":1771702960202},{""p"":13,""t"":1771702960203},{""p"":14,""t"":1771702963848},{""p"":15,""t"":1771702963848},{""p"":16,""t"":1771702965098},{""p"":17,""t"":1771702974884},{""p"":18,""t"":1771703009063},{""p"":19,""t"":1771703045025},{""p"":20,""t"":1771703062736},{""p"":21,""t"":1771703062736},{""p"":22,""t"":1771703084821},{""p"":23,""t"":1771703096836},{""p"":24,""t"":1771703121001},{""p"":25,""t"":1771703132973},{""p"":26,""t"":1771703143896},{""p"":27,""t"":1771703163576},{""p"":28,""t"":1771703164689},{""p"":29,""t"":1771703202477},{""p"":30,""t"":1771703203727},{""p"":31,""t"":1771703207063},{""p"":32,""t"":1771703209345},{""p"":33,""t"":1771703211489},{""p"":34,""t"":1771703244215},{""p"":35,""t"":1771703248676},{""p"":36,""t"":1771703252685},{""p"":37,""t"":1771703255666},{""p"":38,""t"":1771703262244},{""p"":39,""t"":1771703271071}]",1366,768,NA,NA,NA,"data_SA_E1A_6314c1e76c3f71e2127f1976_SESSION_2026-02-21_11h47.58.108.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
13,"6998be54d68d58b628b0dc10","69cca96edee99bfc58adec78","true","2026-04-01T05:13:28.999Z","desktop","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:149.0) Gecko/20100101 Firefox/149.0","yes",1,"q","true","597;424;456;503;457;373;429;313;262;510;314;2455",591,262,1,"418;221;452;337;395;442;218;390;342;443;438;970",422,218,1,1,"4/1/2026","5df861926aab7c5f659dfd85",3,"true","People have the right water access, and to anchor their boats along the shore.","A serviceable harbor being necessary for access to water, the right of people to set anchors along the shore must not be revoked.",2,5,3,3,3,2,2,1,2,2,1,2,57,"1",1,"English","0","Spanish, 4/6 almost never (am not fluent)","99.9",2,NA,1,2,4,1,2,"N/A","That sentence was atrocious.","2026-04-01T05:26:53.533Z",805555,"[{""p"":0,""t"":1775020409015},{""p"":1,""t"":1775020415253},{""p"":2,""t"":1775020424786},{""p"":3,""t"":1775020434452},{""p"":4,""t"":1775020462536},{""p"":5,""t"":1775020473702},{""p"":6,""t"":1775020476623},{""p"":7,""t"":1775020517636},{""p"":8,""t"":1775020525720},{""p"":9,""t"":1775020528769},{""p"":10,""t"":1775020532136},{""p"":11,""t"":1775020559602},{""p"":12,""t"":1775020562152},{""p"":13,""t"":1775020563951},{""p"":14,""t"":1775020573918},{""p"":15,""t"":1775020573918},{""p"":16,""t"":1775020589669},{""p"":17,""t"":1775020589669},{""p"":18,""t"":1775020591602},{""p"":19,""t"":1775020622152},{""p"":20,""t"":1775020680135},{""p"":21,""t"":1775020738286},{""p"":22,""t"":1775020802035},{""p"":23,""t"":1775020802035},{""p"":24,""t"":1775020840134},{""p"":25,""t"":1775020876052},{""p"":26,""t"":1775020915935},{""p"":27,""t"":1775020957001},{""p"":28,""t"":1775020988768},{""p"":29,""t"":1775021031883},{""p"":30,""t"":1775021034138},{""p"":31,""t"":1775021060634},{""p"":32,""t"":1775021062599},{""p"":33,""t"":1775021070138},{""p"":34,""t"":1775021073734},{""p"":35,""t"":1775021076584},{""p"":36,""t"":1775021135067},{""p"":37,""t"":1775021143134},{""p"":38,""t"":1775021148950},{""p"":39,""t"":1775021152781},{""p"":40,""t"":1775021167170},{""p"":41,""t"":1775021190449}]",1280,832,NA,NA,NA,"data_SA_E1A_5df861926aab7c5f659dfd85_SESSION_2026-04-01_01h26.53.535.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
13,"6998be54d68d58b628b0dc10","69cc58fb2fac4cd7f8947ef0","false","2026-03-31T23:30:17.221Z","desktop","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","1027;802;1147;1104;918;774;869;677;1011;784;615;1415",929,615,1,"585;515;646;411;760;637;609;615;573;514;552;787",600,411,1,1,"3/31/2026","675a1c9c5cac55bc951ff999",3,"true","A water accessable serviceable harbor, which allows people to set anchors along the shore, is a necessity.","A serviceable harbor, being necassary for access to water, the right of people to set anchors along the shore, must not be revoked.",2,3,3,3,1,1,1,2,2,2,1,2,54,"1",1,"english","0","none","100",1,"a stuttereing problem",3,2,4,1,2,"na","na","2026-03-31T23:41:21.246Z",667012,"[{""p"":0,""t"":1774999817249},{""p"":1,""t"":1774999820207},{""p"":2,""t"":1774999825207},{""p"":3,""t"":1774999830200},{""p"":4,""t"":1774999850287},{""p"":5,""t"":1774999865285},{""p"":6,""t"":1774999869108},{""p"":7,""t"":1774999876306},{""p"":8,""t"":1774999886654},{""p"":9,""t"":1774999889518},{""p"":10,""t"":1774999892007},{""p"":11,""t"":1774999896681},{""p"":12,""t"":1774999900189},{""p"":13,""t"":1774999902159},{""p"":14,""t"":1774999910399},{""p"":15,""t"":1774999910399},{""p"":16,""t"":1774999916450},{""p"":17,""t"":1774999916450},{""p"":18,""t"":1774999918047},{""p"":19,""t"":1774999941074},{""p"":20,""t"":1775000023605},{""p"":21,""t"":1775000173666},{""p"":22,""t"":1775000207925},{""p"":23,""t"":1775000207925},{""p"":24,""t"":1775000229337},{""p"":25,""t"":1775000244071},{""p"":26,""t"":1775000287374},{""p"":27,""t"":1775000309290},{""p"":28,""t"":1775000317766},{""p"":29,""t"":1775000335404},{""p"":30,""t"":1775000337069},{""p"":31,""t"":1775000372254},{""p"":32,""t"":1775000374076},{""p"":33,""t"":1775000381525},{""p"":34,""t"":1775000384512},{""p"":35,""t"":1775000387349},{""p"":36,""t"":1775000431264},{""p"":37,""t"":1775000453429},{""p"":38,""t"":1775000458149},{""p"":39,""t"":1775000461478},{""p"":40,""t"":1775000470561},{""p"":41,""t"":1775000478972}]",1920,1080,NA,NA,NA,"data_SA_E1A_675a1c9c5cac55bc951ff999_SESSION_2026-03-31_18h41.21.253.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
13,"6998be54d68d58b628b0dc10","69cca8f61e7d04e2606d4b30","false","2026-04-01T05:11:28.326Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","yes",1,"q","true","547;723;490;475;425;474;411;311;530;412;366;1315",540,311,1,"584;527;438;287;530;440;349;360;380;398;491;897",473,287,1,1,"3/31/2026","6679dc943f855ba978447c25",3,"true","A serviceable harbor is necessary for access to water, therefore the right of people to set anchors along the shore must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore must not be revoked.",2,7,6,2,2,2,2,2,2,2,1,2,73,"1",1,"English","0","none","100%",2,NA,1,2,4,1,2,NA,NA,"2026-04-01T05:22:02.745Z",635750,"[{""p"":0,""t"":1775020288332},{""p"":1,""t"":1775020292728},{""p"":2,""t"":1775020305710},{""p"":3,""t"":1775020316079},{""p"":4,""t"":1775020344284},{""p"":5,""t"":1775020355700},{""p"":6,""t"":1775020358717},{""p"":7,""t"":1775020371835},{""p"":8,""t"":1775020380101},{""p"":9,""t"":1775020382382},{""p"":10,""t"":1775020385054},{""p"":11,""t"":1775020395011},{""p"":12,""t"":1775020397232},{""p"":13,""t"":1775020398902},{""p"":14,""t"":1775020407343},{""p"":15,""t"":1775020407343},{""p"":16,""t"":1775020417401},{""p"":17,""t"":1775020417401},{""p"":18,""t"":1775020419830},{""p"":19,""t"":1775020444224},{""p"":20,""t"":1775020499148},{""p"":21,""t"":1775020562102},{""p"":22,""t"":1775020604380},{""p"":23,""t"":1775020604380},{""p"":24,""t"":1775020624205},{""p"":25,""t"":1775020647752},{""p"":26,""t"":1775020677758},{""p"":27,""t"":1775020701829},{""p"":28,""t"":1775020722960},{""p"":29,""t"":1775020739927},{""p"":30,""t"":1775020741769},{""p"":31,""t"":1775020794074},{""p"":32,""t"":1775020797824},{""p"":33,""t"":1775020804460},{""p"":34,""t"":1775020806959},{""p"":35,""t"":1775020809548},{""p"":36,""t"":1775020859909},{""p"":37,""t"":1775020868670},{""p"":38,""t"":1775020875769},{""p"":39,""t"":1775020879827},{""p"":40,""t"":1775020891526},{""p"":41,""t"":1775020905083}]",1191,794,NA,NA,NA,"data_SA_E1A_6679dc943f855ba978447c25_SESSION_2026-03-31_22h22.02.747.csv","A serviceable harbor","being necessary for access to water","the right of people to set anchors along the shore","must not be revoked","A serviceable harbor, being necessary for access to water, the right of people to set anchors along the shore, must not be revoked.","The right of people to set anchors along the shore, must not be revoked."
14,"6998be54d68d58b628b0dc10","699a0b0d41cac09cf95c4444","true","2026-02-21T19:44:49.536Z","desktop","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","4590;622;711;732;641;496;660;501;446;518;1492;1683",1091,446,1,"1038;446;390;404;394;391;369;341;344;408;648;3044",685,341,1,1,"2/21/2026","5ba2a73912cbb600017c8852",3,"true","A working legal system, which includes the right for people to get together and act as jurors, is crucial for justice and must not be impeded","A functioning legal system, being necessary for the administration of justice, the right of people to assemble, and deliberate as jurors, must not be hindered.",2,6,2,2,2,2,2,2,2,2,1,1,28,"4",1,"English","0","Korean - 0 - very frequently","80%",2,NA,1,2,4,1,2,NA,NA,"2026-02-21T19:53:56.319Z",548014,"[{""p"":0,""t"":1771703089552},{""p"":1,""t"":1771703091834},{""p"":2,""t"":1771703097776},{""p"":3,""t"":1771703104114},{""p"":4,""t"":1771703123983},{""p"":5,""t"":1771703126391},{""p"":6,""t"":1771703139932},{""p"":7,""t"":1771703142193},{""p"":8,""t"":1771703143865},{""p"":9,""t"":1771703146541},{""p"":10,""t"":1771703149232},{""p"":11,""t"":1771703151208},{""p"":12,""t"":1771703160441},{""p"":13,""t"":1771703160441},{""p"":14,""t"":1771703165151},{""p"":15,""t"":1771703165151},{""p"":16,""t"":1771703166716},{""p"":17,""t"":1771703177157},{""p"":18,""t"":1771703261528},{""p"":19,""t"":1771703305868},{""p"":20,""t"":1771703323925},{""p"":21,""t"":1771703323926},{""p"":22,""t"":1771703339084},{""p"":23,""t"":1771703354701},{""p"":24,""t"":1771703386602},{""p"":25,""t"":1771703402535},{""p"":26,""t"":1771703424093},{""p"":27,""t"":1771703517509},{""p"":28,""t"":1771703518792},{""p"":29,""t"":1771703548177},{""p"":30,""t"":1771703549569},{""p"":31,""t"":1771703555793},{""p"":32,""t"":1771703558578},{""p"":33,""t"":1771703561294},{""p"":34,""t"":1771703601828},{""p"":35,""t"":1771703606403},{""p"":36,""t"":1771703611085},{""p"":37,""t"":1771703614277},{""p"":38,""t"":1771703621260},{""p"":39,""t"":1771703630726}]",1728,1117,NA,NA,NA,"data_SA_E1A_5ba2a73912cbb600017c8852_SESSION_2026-02-21_11h53.56.323.csv","A functioning legal system","being necessary for the administration of justice","the right of people to assemble and deliberate as jurors","must not be hindered","A functioning legal system, being necessary for the administration of justice, the right of people to assemble and deliberate as jurors, must not be hindered.","The right of people to assemble and deliberate as jurors, must not be hindered."
